,ID,target,condition,align,reuse,freq1
1039,163,boligrafo,SM,0,1,4
1040,163,bombilla,SM,0,1,1
1041,163,cigarrillo,SM,0,1,0
1042,163,emparedado,SM,0,0,0
1043,163,gafas,SM,0,1,0
1044,163,liebre,SM,0,1,0
1045,163,mani,SM,0,1,0
1046,163,medico,SM,1,1,15
1047,163,melocoton,SM,0,1,0
1048,163,motocicleta,SM,0,1,20
1049,163,movil,SM,0,1,0
1050,163,patata,SM,0,1,0
1051,163,pelota,SM,0,0,19
1052,163,roedor,SM,0,0,0
1053,163,sapo,SM,0,1,10
1054,163,sudadera,SM,0,0,0
1055,163,templo,SM,0,1,0
1056,164,arma,SM,1,0,0
1057,164,banera,SM,1,1,19
1058,164,barriga,SM,1,0,0
1059,164,boligrafo,SM,0,1,4
1060,164,bombilla,SM,0,1,1
1061,164,cigarrillo,SM,1,0,0
1062,164,emparedado,SM,1,0,0
1063,164,gafas,SM,0,1,0
1064,164,liebre,SM,1,0,0
1065,164,mani,SM,1,0,0
1066,164,medico,SM,0,1,15
1067,164,melocoton,SM,1,0,0
1068,164,motocicleta,SM,1,1,20
1069,164,movil,SM,1,0,0
1070,164,patata,SM,1,0,0
1071,164,pelota,SM,0,1,19
1072,164,roedor,SM,0,1,0
1073,164,sapo,SM,1,0,10
1074,164,sudadera,SM,1,1,0
1075,164,templo,SM,1,0,0
1076,165,arma,SM,1,0,0
1077,165,banera,SM,1,1,19
1078,165,barriga,SM,1,1,0
1079,165,boligrafo,SM,1,0,4
1080,165,bombilla,SM,1,0,1
1081,165,cigarrillo,SM,0,0,0
1082,165,emparedado,SM,1,0,0
1083,165,gafas,SM,0,0,0
1084,165,liebre,SM,0,1,0
1085,165,mani,SM,1,1,0
1086,165,medico,SM,1,1,15
1087,165,melocoton,SM,1,0,0
1088,165,motocicleta,SM,1,1,20
1089,165,movil,SM,1,0,0
1090,165,patata,SM,1,0,0
1091,165,pelota,SM,1,1,19
1092,165,roedor,SM,1,0,0
1093,165,sapo,SM,1,1,10
1094,165,sudadera,SM,1,1,0
1095,165,templo,SM,1,1,0
1096,166,arma,SM,1,0,0
1097,166,banera,SM,1,1,19
1098,166,barriga,SM,1,0,0
1099,166,boligrafo,SM,1,0,4
1100,166,bombilla,SM,1,0,1
1101,166,cigarrillo,SM,1,0,0
1102,166,emparedado,SM,1,0,0
1103,166,gafas,SM,1,0,0
1104,166,liebre,SM,1,1,0
1105,166,mani,SM,1,1,0
1106,166,medico,SM,1,0,15
1107,166,melocoton,SM,1,0,0
1108,166,motocicleta,SM,0,1,20
1109,166,movil,SM,1,0,0
1110,166,patata,SM,0,1,0
1111,166,pelota,SM,1,0,19
1112,166,roedor,SM,1,0,0
1113,166,sapo,SM,1,0,10
1114,166,sudadera,SM,1,0,0
1115,166,templo,SM,1,0,0
1116,167,arma,SM,1,0,0
1117,167,banera,SM,1,0,19
1118,167,barriga,SM,1,0,0
1119,167,boligrafo,SM,1,0,4
1120,167,bombilla,SM,0,1,1
1121,167,cigarrillo,SM,1,0,0
1122,167,emparedado,SM,0,1,0
1123,167,gafas,SM,1,0,0
1124,167,liebre,SM,1,0,0
1125,167,mani,SM,1,0,0
1126,167,medico,SM,1,0,15
1127,167,melocoton,SM,1,1,0
1128,167,motocicleta,SM,1,1,20
1129,167,movil,SM,0,1,0
1130,167,patata,SM,1,0,0
1131,167,pelota,SM,1,0,19
1132,167,roedor,SM,1,0,0
1133,167,sapo,SM,1,1,10
1134,167,sudadera,SM,1,0,0
1135,167,templo,SM,0,1,0
1136,168,arma,SM,1,0,0
1137,168,banera,SM,1,0,19
1138,168,barriga,SM,1,1,0
1139,168,boligrafo,SM,1,0,4
1140,168,bombilla,SM,1,0,1
1141,168,cigarrillo,SM,1,0,0
1142,168,emparedado,SM,1,0,0
1143,168,gafas,SM,1,0,0
1144,168,liebre,SM,1,0,0
1145,168,mani,SM,1,0,0
1146,168,medico,SM,1,0,15
1147,168,melocoton,SM,1,0,0
1148,168,motocicleta,SM,1,1,20
1149,168,movil,SM,1,0,0
1150,168,patata,SM,1,0,0
1151,168,pelota,SM,1,1,19
1152,168,roedor,SM,1,0,0
1153,168,sapo,SM,1,0,10
1154,168,sudadera,SM,1,0,0
1155,168,templo,SM,1,0,0
1156,169,arma,SM,0,1,0
1157,169,banera,SM,1,1,19
1158,169,barriga,SM,1,1,0
1159,169,boligrafo,SM,1,1,4
1160,169,bombilla,SM,1,1,1
1161,169,cigarrillo,SM,1,1,0
1162,169,emparedado,SM,1,1,0
1163,169,gafas,SM,1,1,0
1164,169,liebre,SM,1,1,0
1165,169,mani,SM,1,1,0
1166,169,medico,SM,0,1,15
1167,169,melocoton,SM,1,1,0
1168,169,motocicleta,SM,1,1,20
1169,169,movil,SM,1,1,0
1170,169,patata,SM,1,1,0
1171,169,pelota,SM,1,1,19
1172,169,roedor,SM,1,1,0
1173,169,sapo,SM,1,1,10
1174,169,sudadera,SM,1,1,0
1175,169,templo,SM,1,1,0
1176,170,arma,SM,0,1,0
1177,170,banera,SM,1,1,19
1178,170,barriga,SM,0,1,0
1179,170,boligrafo,SM,0,1,4
1180,170,bombilla,SM,0,1,1
1181,170,cigarrillo,SM,0,1,0
1182,170,emparedado,SM,0,1,0
1183,170,gafas,SM,1,1,0
1184,170,liebre,SM,0,1,0
1185,170,mani,SM,0,1,0
1186,170,medico,SM,1,1,15
1187,170,melocoton,SM,0,1,0
1188,170,motocicleta,SM,1,0,20
1189,170,movil,SM,0,1,0
1190,170,patata,SM,0,1,0
1191,170,pelota,SM,0,1,19
1192,170,roedor,SM,0,1,0
1194,170,sudadera,SM,0,1,0
1195,170,templo,SM,1,1,0
1196,173,arma,SM,0,1,0
1197,173,banera,SM,1,1,19
1198,173,barriga,SM,0,1,0
1199,173,boligrafo,SM,0,1,4
1200,173,bombilla,SM,0,1,1
1201,173,cigarrillo,SM,0,1,0
1202,173,emparedado,SM,0,1,0
1203,173,gafas,SM,0,1,0
1204,173,liebre,SM,1,1,0
1205,173,mani,SM,0,1,0
1206,173,medico,SM,0,1,15
1207,173,melocoton,SM,0,1,0
1208,173,motocicleta,SM,0,1,20
1209,173,movil,SM,0,1,0
1210,173,patata,SM,0,1,0
1211,173,pelota,SM,1,1,19
1212,173,roedor,SM,0,1,0
1213,173,sapo,SM,1,1,10
1214,173,sudadera,SM,1,1,0
1215,173,templo,SM,1,1,0
1216,174,arma,SM,1,1,0
1217,174,banera,SM,1,1,19
1218,174,barriga,SM,1,0,0
1219,174,boligrafo,SM,1,0,4
1220,174,bombilla,SM,1,0,1
1221,174,cigarrillo,SM,0,1,0
1222,174,emparedado,SM,0,1,0
1223,174,gafas,SM,0,1,0
1224,174,liebre,SM,0,1,0
1225,174,mani,SM,0,1,0
1226,174,medico,SM,1,1,15
1227,174,melocoton,SM,1,0,0
1228,174,motocicleta,SM,1,1,20
1229,174,movil,SM,0,1,0
1230,174,patata,SM,1,0,0
1231,174,pelota,SM,1,0,19
1232,174,roedor,SM,0,1,0
1233,174,sapo,SM,1,0,10
1234,174,sudadera,SM,0,1,0
1235,174,templo,SM,1,1,0
1236,175,arma,SM,0,1,0
1237,175,banera,SM,1,1,19
1238,175,barriga,SM,0,1,0
1239,175,boligrafo,SM,0,1,4
1240,175,bombilla,SM,1,0,1
1241,175,cigarrillo,SM,0,1,0
1242,175,emparedado,SM,0,1,0
1243,175,gafas,SM,0,1,0
1244,175,liebre,SM,0,1,0
1245,175,mani,SM,0,0,0
1246,175,medico,SM,1,1,15
1247,175,melocoton,SM,0,1,0
1248,175,motocicleta,SM,0,1,20
1249,175,movil,SM,0,1,0
1250,175,patata,SM,0,1,0
1251,175,pelota,SM,0,1,19
1252,175,roedor,SM,0,1,0
1253,175,sapo,SM,1,1,10
1254,175,sudadera,SM,0,1,0
1255,175,templo,SM,0,1,0
1256,176,arma,SM,1,1,0
1257,176,banera,SM,1,1,19
1258,176,barriga,SM,1,1,0
1259,176,boligrafo,SM,1,1,4
1261,176,cigarrillo,SM,1,1,0
1262,176,emparedado,SM,1,1,0
1263,176,gafas,SM,0,1,0
1264,176,liebre,SM,1,1,0
1265,176,mani,SM,1,1,0
1266,176,medico,SM,1,1,15
1267,176,melocoton,SM,1,1,0
1268,176,motocicleta,SM,1,1,20
1269,176,movil,SM,0,1,0
1270,176,patata,SM,1,1,0
1271,176,pelota,SM,1,1,19
1272,176,roedor,SM,1,1,0
1273,176,sapo,SM,1,1,10
1274,176,sudadera,SM,1,1,0
1275,176,templo,SM,0,1,0
1276,177,arma,SM,0,1,0
1277,177,banera,SM,0,1,19
1278,177,barriga,SM,0,1,0
1279,177,boligrafo,SM,0,1,4
1280,177,bombilla,SM,0,1,1
1281,177,cigarrillo,SM,0,1,0
1282,177,emparedado,SM,0,1,0
1283,177,gafas,SM,0,1,0
1284,177,liebre,SM,0,1,0
1285,177,mani,SM,0,1,0
1286,177,medico,SM,1,1,15
1287,177,melocoton,SM,0,1,0
1288,177,motocicleta,SM,1,1,20
1289,177,movil,SM,0,1,0
1290,177,patata,SM,0,1,0
1291,177,pelota,SM,0,1,19
1292,177,roedor,SM,0,0,0
1293,177,sapo,SM,1,0,10
1294,177,sudadera,SM,1,0,0
1295,177,templo,SM,1,1,0
1296,178,arma,SM,1,1,0
1297,178,banera,SM,1,0,19
1298,178,barriga,SM,1,0,0
1299,178,boligrafo,SM,1,1,4
1300,178,bombilla,SM,1,0,1
1301,178,cigarrillo,SM,1,1,0
1302,178,emparedado,SM,1,1,0
1303,178,gafas,SM,1,0,0
1304,178,liebre,SM,1,1,0
1305,178,mani,SM,1,1,0
1306,178,medico,SM,1,1,15
1307,178,melocoton,SM,1,0,0
1308,178,motocicleta,SM,1,1,20
1309,178,movil,SM,1,0,0
1310,178,patata,SM,1,1,0
1311,178,pelota,SM,1,0,19
1312,178,roedor,SM,1,0,0
1313,178,sapo,SM,1,1,10
1314,178,sudadera,SM,1,1,0
1315,178,templo,SM,1,0,0
1316,179,arma,SM,0,0,0
1317,179,banera,SM,0,1,19
1318,179,barriga,SM,0,1,0
1319,179,boligrafo,SM,0,1,4
1320,179,bombilla,SM,0,0,1
1321,179,cigarrillo,SM,0,0,0
1322,179,emparedado,SM,0,1,0
1323,179,gafas,SM,0,0,0
1324,179,liebre,SM,0,1,0
1325,179,mani,SM,0,0,0
1326,179,medico,SM,0,1,15
1327,179,melocoton,SM,0,1,0
1328,179,motocicleta,SM,0,0,20
1329,179,movil,SM,0,0,0
1330,179,patata,SM,0,1,0
1331,179,pelota,SM,1,1,19
1332,179,roedor,SM,0,1,0
1333,179,sapo,SM,1,1,10
1334,179,sudadera,SM,0,1,0
1335,179,templo,SM,0,1,0
1336,181,arma,SM,0,1,0
1337,181,banera,SM,0,1,19
1338,181,barriga,SM,0,1,0
1339,181,boligrafo,SM,0,1,4
1340,181,bombilla,SM,0,1,1
1341,181,cigarrillo,SM,0,1,0
1342,181,emparedado,SM,0,0,0
1343,181,gafas,SM,0,1,0
1344,181,liebre,SM,0,1,0
1345,181,mani,SM,0,1,0
1346,181,medico,SM,0,1,15
1347,181,melocoton,SM,0,1,0
1348,181,motocicleta,SM,0,1,20
1349,181,movil,SM,0,1,0
1350,181,patata,SM,0,1,0
1351,181,pelota,SM,0,1,19
1352,181,roedor,SM,0,1,0
1353,181,sapo,SM,1,1,10
1354,181,sudadera,SM,1,0,0
1355,181,templo,SM,0,1,0
1356,182,arma,SM,1,1,0
1357,182,banera,SM,1,1,19
1358,182,barriga,SM,1,0,0
1359,182,boligrafo,SM,0,1,4
1360,182,bombilla,SM,1,0,1
1361,182,cigarrillo,SM,0,1,0
1362,182,emparedado,SM,0,1,0
1363,182,gafas,SM,0,1,0
1364,182,liebre,SM,1,1,0
1365,182,mani,SM,0,1,0
1366,182,medico,SM,1,1,15
1367,182,melocoton,SM,0,1,0
1368,182,motocicleta,SM,1,1,20
1369,182,movil,SM,0,1,0
1370,182,patata,SM,0,1,0
1371,182,pelota,SM,0,0,19
1372,182,roedor,SM,0,1,0
1373,182,sapo,SM,1,1,10
1374,182,sudadera,SM,0,1,0
1375,182,templo,SM,0,1,0
1376,183,arma,SM,0,1,0
1377,183,banera,SM,0,1,19
1378,183,barriga,SM,0,1,0
1379,183,boligrafo,SM,0,1,4
1380,183,bombilla,SM,0,1,1
1381,183,cigarrillo,SM,0,1,0
1382,183,emparedado,SM,0,1,0
1383,183,gafas,SM,0,1,0
1384,183,liebre,SM,0,1,0
1385,183,mani,SM,0,1,0
1386,183,medico,SM,1,1,15
1387,183,melocoton,SM,0,1,0
1388,183,motocicleta,SM,1,0,20
1389,183,movil,SM,0,1,0
1390,183,patata,SM,0,1,0
1391,183,pelota,SM,0,1,19
1392,183,roedor,SM,0,1,0
1393,183,sapo,SM,0,1,10
1394,183,sudadera,SM,0,1,0
1395,183,templo,SM,0,1,0
1396,184,arma,SM,1,0,0
1397,184,banera,SM,1,0,19
1398,184,barriga,SM,1,0,0
1399,184,boligrafo,SM,1,0,4
1400,184,bombilla,SM,1,0,1
1401,184,cigarrillo,SM,1,0,0
1402,184,emparedado,SM,1,0,0
1403,184,gafas,SM,1,0,0
1404,184,liebre,SM,1,0,0
1405,184,mani,SM,1,0,0
1406,184,medico,SM,1,0,15
1407,184,melocoton,SM,1,0,0
1408,184,motocicleta,SM,1,0,20
1409,184,movil,SM,1,0,0
1410,184,patata,SM,1,0,0
1411,184,pelota,SM,1,0,19
1412,184,roedor,SM,1,0,0
1413,184,sapo,SM,1,1,10
1414,184,sudadera,SM,1,0,0
1415,184,templo,SM,1,0,0
1416,186,arma,SM,1,0,0
1417,186,banera,SM,1,0,19
1418,186,barriga,SM,1,1,0
1419,186,boligrafo,SM,1,0,4
1420,186,bombilla,SM,1,0,1
1421,186,cigarrillo,SM,1,0,0
1422,186,emparedado,SM,1,0,0
1423,186,gafas,SM,1,0,0
1424,186,liebre,SM,1,0,0
1425,186,mani,SM,1,1,0
1426,186,medico,SM,1,0,15
1427,186,melocoton,SM,1,0,0
1428,186,motocicleta,SM,1,1,20
1429,186,movil,SM,1,0,0
1430,186,patata,SM,1,0,0
1431,186,pelota,SM,0,1,19
1432,186,roedor,SM,1,1,0
1433,186,sapo,SM,1,0,10
1434,186,sudadera,SM,1,0,0
1435,186,templo,SM,1,0,0
1436,187,arma,SM,0,1,0
1437,187,banera,SM,1,1,19
1438,187,barriga,SM,1,0,0
1439,187,boligrafo,SM,1,0,4
1440,187,bombilla,SM,1,0,1
1441,187,cigarrillo,SM,1,0,0
1442,187,emparedado,SM,1,0,0
1443,187,gafas,SM,1,0,0
1444,187,liebre,SM,0,1,0
1445,187,mani,SM,1,0,0
1446,187,medico,SM,0,1,15
1447,187,melocoton,SM,1,0,0
1448,187,motocicleta,SM,1,0,20
1449,187,movil,SM,1,0,0
1450,187,patata,SM,1,0,0
1451,187,pelota,SM,1,0,19
1452,187,roedor,SM,0,1,0
1453,187,sapo,SM,1,1,10
1454,187,sudadera,SM,1,0,0
1455,187,templo,SM,0,1,0
1456,188,arma,SM,1,0,0
1457,188,banera,SM,1,0,19
1458,188,barriga,SM,0,0,0
1459,188,boligrafo,SM,0,1,4
1460,188,bombilla,SM,1,0,1
1461,188,cigarrillo,SM,1,0,0
1462,188,emparedado,SM,1,0,0
1463,188,gafas,SM,1,0,0
1464,188,liebre,SM,1,0,0
1465,188,mani,SM,0,0,0
1466,188,medico,SM,0,0,15
1467,188,melocoton,SM,0,0,0
1468,188,motocicleta,SM,0,0,20
1469,188,movil,SM,1,0,0
1470,188,patata,SM,1,0,0
1471,188,pelota,SM,1,0,19
1472,188,roedor,SM,1,0,0
1473,188,sapo,SM,1,0,10
1474,188,sudadera,SM,0,1,0
1475,188,templo,SM,1,0,0
1476,189,arma,SM,0,1,0
1477,189,banera,SM,1,1,19
1478,189,barriga,SM,1,1,0
1479,189,boligrafo,SM,0,0,4
1480,189,bombilla,SM,1,0,1
1481,189,cigarrillo,SM,1,1,0
1482,189,emparedado,SM,1,0,0
1483,189,gafas,SM,1,0,0
1484,189,liebre,SM,1,0,0
1485,189,mani,SM,1,0,0
1486,189,medico,SM,1,1,15
1487,189,melocoton,SM,1,0,0
1488,189,motocicleta,SM,1,1,20
1489,189,movil,SM,1,0,0
1490,189,patata,SM,1,0,0
1491,189,pelota,SM,1,0,19
1492,189,roedor,SM,0,1,0
1493,189,sapo,SM,1,1,10
1494,189,sudadera,SM,1,1,0
1495,189,templo,SM,1,1,0
1496,193,arma,SM,1,1,0
1497,193,banera,SM,1,1,19
1498,193,barriga,SM,1,1,0
1499,193,boligrafo,SM,1,1,4
1500,193,bombilla,SM,1,0,1
1501,193,cigarrillo,SM,1,0,0
1502,193,emparedado,SM,0,1,0
1503,193,gafas,SM,0,1,0
1504,193,liebre,SM,1,1,0
1505,193,mani,SM,0,1,0
1506,193,medico,SM,1,1,15
1508,193,motocicleta,SM,1,1,20
1509,193,movil,SM,0,0,0
1510,193,patata,SM,1,0,0
1511,193,pelota,SM,1,1,19
1512,193,roedor,SM,0,1,0
1513,193,sapo,SM,1,1,10
1514,193,sudadera,SM,0,1,0
1515,193,templo,SM,0,1,0
1516,194,arma,SM,1,1,0
1517,194,banera,SM,0,1,19
1518,194,barriga,SM,0,1,0
1519,194,boligrafo,SM,0,0,4
1520,194,bombilla,SM,1,0,1
1521,194,cigarrillo,SM,0,1,0
1522,194,emparedado,SM,0,1,0
1523,194,gafas,SM,0,1,0
1524,194,liebre,SM,1,0,0
1525,194,mani,SM,1,1,0
1526,194,medico,SM,0,1,15
1527,194,melocoton,SM,0,0,0
1528,194,motocicleta,SM,0,1,20
1529,194,movil,SM,0,0,0
1530,194,patata,SM,0,1,0
1531,194,pelota,SM,1,0,19
1532,194,roedor,SM,0,0,0
1533,194,sapo,SM,1,0,10
1534,194,sudadera,SM,1,0,0
1535,194,templo,SM,0,1,0
1536,195,arma,SM,1,1,0
1537,195,banera,SM,1,0,19
1538,195,barriga,SM,1,1,0
1539,195,boligrafo,SM,0,1,4
1540,195,bombilla,SM,1,0,1
1541,195,cigarrillo,SM,1,0,0
1542,195,emparedado,SM,1,0,0
1543,195,gafas,SM,1,0,0
1544,195,liebre,SM,0,1,0
1545,195,mani,SM,1,0,0
1546,195,medico,SM,1,0,15
1547,195,melocoton,SM,1,0,0
1548,195,motocicleta,SM,1,1,20
1549,195,movil,SM,1,0,0
1550,195,patata,SM,1,0,0
1551,195,pelota,SM,1,1,19
1552,195,roedor,SM,1,0,0
1553,195,sapo,SM,1,1,10
1554,195,sudadera,SM,0,1,0
1555,195,templo,SM,1,0,0
